Country,Year,Literacy rate,Source
Slovakia,2004,99.60,CIA World Factbook (2016)
Slovenia,2015,99.71,World Bank (WDI)
Slovenia,2014,99.71,World Bank (WDI)
Slovenia,2004,99.65,World Bank (WDI)
Slovenia,1991,99.52,World Bank (WDI)
Small states,2010,85.65,World Bank (WDI)
Small states,2000,81.48,World Bank (WDI)
Small states,1990,77.28,World Bank (WDI)
Solomon Islands,2011,84.10,CIA World Factbook (2016)
Solomon Islands,1999,76.60,World Bank (WDI)
Somalia,2001,37.80,CIA World Factbook (2016)
South Africa,2015,94.60,World Bank (WDI)
South Africa,2014,94.14,World Bank (WDI)
South Africa,2012,93.73,World Bank (WDI)
South Africa,2011,93.10,World Bank (WDI)
South Africa,2010,92.88,World Bank (WDI)
South Africa,2009,92.89,World Bank (WDI)
South Africa,2007,88.72,World Bank (WDI)
South Africa,1996,82.40,World Bank (WDI)
South Africa,1980,76.20,World Bank (WDI)
South Asia,2010,66.69,World Bank (WDI)
South Asia,2000,58.09,World Bank (WDI)
South Asia,1990,46.49,World Bank (WDI)
South Asia (IDA & IBRD),2010,66.69,World Bank (WDI)
South Asia (IDA & IBRD),2000,58.09,World Bank (WDI)
South Asia (IDA & IBRD),1990,46.49,World Bank (WDI)
South Korea,2008,97.97,World Bank (WDI)
South Sudan,2015,31.98,World Bank (WDI)
South Sudan,2008,26.83,World Bank (WDI)
Spain,2015,98.11,World Bank (WDI)
Spain,2014,98.09,World Bank (WDI)
Spain,2013,98.08,World Bank (WDI)
Spain,2012,97.89,World Bank (WDI)
Spain,2011,97.78,World Bank (WDI)
Spain,2010,97.75,World Bank (WDI)
Spain,2009,97.68,World Bank (WDI)
Spain,2008,97.63,World Bank (WDI)
Spain,2007,97.94,World Bank (WDI)
Spain,2005,97.75,World Bank (WDI)
Spain,2004,97.17,World Bank (WDI)
Spain,1991,96.49,World Bank (WDI)
Spain,1981,92.81,World Bank (WDI)
Spain,1870,30.00,Broadberry and O'Rourke (2010)
Spain,1820,20.00,Broadberry and O'Rourke (2010)
Spain,1750,8.00,"Buringh, E., & Van Zanden, J. L. (2009)"
Spain,1650,5.00,"Buringh, E., & Van Zanden, J. L. (2009)"
Spain,1550,4.00,"Buringh, E., & Van Zanden, J. L. (2009)"
Spain,1475,3.00,"Buringh, E., & Van Zanden, J. L. (2009)"
Sri Lanka,2015,92.61,World Bank (WDI)
Sri Lanka,2010,91.18,World Bank (WDI)
Sri Lanka,2008,90.56,World Bank (WDI)
Sri Lanka,2006,90.81,World Bank (WDI)
Sri Lanka,2001,90.68,World Bank (WDI)
Sri Lanka,1981,86.78,World Bank (WDI)
Sub-Saharan Africa,2010,60.88,World Bank (WDI)
Sub-Saharan Africa,2000,56.98,World Bank (WDI)
Sub-Saharan Africa (IDA & IBRD),2010,60.88,World Bank (WDI)
Sub-Saharan Africa (IDA & IBRD),2000,56.98,World Bank (WDI)
Sub-Saharan Africa (IDA & IBRD),1990,52.53,World Bank (WDI)
Sub-Saharan Africa (excluding high income),2010,60.88,World Bank (WDI)
Sub-Saharan Africa (excluding high income),2000,56.98,World Bank (WDI)
Sudan,2015,58.60,World Bank (WDI)
Sudan,2008,53.52,World Bank (WDI)
Sudan,2000,61.35,World Bank (WDI)
Suriname,2015,95.54,World Bank (WDI)
Suriname,2010,94.68,World Bank (WDI)
Suriname,2008,94.62,World Bank (WDI)
Suriname,2004,89.60,World Bank (WDI)
Swaziland,2015,87.47,World Bank (WDI)
Swaziland,2010,83.10,World Bank (WDI)
Swaziland,2000,81.66,World Bank (WDI)
Swaziland,1986,67.24,World Bank (WDI)
Swaziland,1976,55.33,World Bank (WDI)
Sweden,2003,99.00,CIA World Factbook (2016)
Sweden,1870,80.00,Broadberry and O'Rourke (2010)
Sweden,1820,75.00,Broadberry and O'Rourke (2010)
Sweden,1750,48.00,"Buringh, E., & Van Zanden, J. L. (2009)"
Sweden,1650,23.00,"Buringh, E., & Van Zanden, J. L. (2009)"
Sweden,1550,1.00,"Buringh, E., & Van Zanden, J. L. (2009)"
Sweden,1475,1.00,"Buringh, E., & Van Zanden, J. L. (2009)"
Switzerland,2003,99.00,CIA World Factbook (2016)
Syria,2015,86.30,World Bank (WDI)
Syria,2014,85.92,World Bank (WDI)
Syria,2004,80.84,World Bank (WDI)
Syria,2002,82.89,World Bank (WDI)
Syria,1981,55.65,World Bank (WDI)
Taiwan,2003,96.10,CIA World Factbook (2016)
Tajikistan,2015,99.78,World Bank (WDI)
Tajikistan,2014,99.77,World Bank (WDI)
Tajikistan,2000,99.45,World Bank (WDI)
Tajikistan,1989,97.69,World Bank (WDI)
Tanzania,2015,80.36,World Bank (WDI)
Tanzania,2012,78.10,World Bank (WDI)
Tanzania,2010,67.80,World Bank (WDI)
Tanzania,2002,69.43,World Bank (WDI)
Tanzania,1988,59.11,World Bank (WDI)
Thailand,2015,93.98,World Bank (WDI)
Thailand,2013,93.70,World Bank (WDI)
Thailand,2010,96.43,World Bank (WDI)
Thailand,2005,93.51,World Bank (WDI)
Thailand,2000,92.65,World Bank (WDI)
Thailand,1980,87.98,World Bank (WDI)
Timor,2015,64.07,World Bank (WDI)
Timor,2010,58.31,World Bank (WDI)
Timor,2007,50.60,World Bank (WDI)
Timor,2001,37.60,World Bank (WDI)
Togo,2015,66.54,World Bank (WDI)
Togo,2011,60.41,World Bank (WDI)
Togo,2009,57.09,World Bank (WDI)
Togo,2006,56.89,World Bank (WDI)
Togo,2000,53.18,World Bank (WDI)
Tonga,2015,99.40,World Bank (WDI)
Tonga,2011,99.39,World Bank (WDI)
Tonga,2006,99.02,World Bank (WDI)
Tonga,1996,98.91,World Bank (WDI)
Tonga,1976,99.59,World Bank (WDI)
Trinidad and Tobago,2015,98.97,World Bank (WDI)
Trinidad and Tobago,2014,98.92,World Bank (WDI)
Trinidad and Tobago,2004,98.29,World Bank (WDI)
Trinidad and Tobago,1990,96.94,World Bank (WDI)
Trinidad and Tobago,1980,94.97,World Bank (WDI)
Tunisia,2015,81.05,World Bank (WDI)
Tunisia,2012,80.22,World Bank (WDI)
Tunisia,2011,79.65,World Bank (WDI)
Tunisia,2010,79.13,World Bank (WDI)
Tunisia,2008,77.56,World Bank (WDI)
Tunisia,2007,77.19,World Bank (WDI)
Tunisia,2004,74.30,World Bank (WDI)
Tunisia,1994,59.06,World Bank (WDI)
Tunisia,1984,48.19,World Bank (WDI)
Turkey,2015,95.69,World Bank (WDI)
Turkey,2014,95.44,World Bank (WDI)
Turkey,2013,95.26,World Bank (WDI)
Turkey,2012,94.92,World Bank (WDI)
Turkey,2011,94.11,World Bank (WDI)
Turkey,2010,92.66,World Bank (WDI)
Turkey,2009,90.82,World Bank (WDI)
Turkey,2007,88.66,World Bank (WDI)
Turkey,2006,88.12,World Bank (WDI)
Turkey,2005,88.23,World Bank (WDI)
Turkey,2004,87.37,World Bank (WDI)
Turkey,1990,79.23,World Bank (WDI)
Turkey,1985,75.97,World Bank (WDI)
Turkey,1980,65.69,World Bank (WDI)
Turkey,1975,61.63,World Bank (WDI)
Turkmenistan,2015,99.69,World Bank (WDI)
Turkmenistan,2014,99.67,World Bank (WDI)
Turkmenistan,1995,98.78,World Bank (WDI)
Turks and Caicos Islands,1970,98.00,CIA World Factbook (2016)
Uganda,2015,73.81,World Bank (WDI)
Uganda,2012,70.20,World Bank (WDI)
Uganda,2010,73.21,World Bank (WDI)
Uganda,2006,71.37,World Bank (WDI)
Uganda,2002,68.14,World Bank (WDI)
Uganda,1991,56.11,World Bank (WDI)
Ukraine,2015,99.76,World Bank (WDI)
Ukraine,2014,99.75,World Bank (WDI)
Ukraine,2001,99.43,World Bank (WDI)
United Arab Emirates,2015,92.99,World Bank (WDI)
United Arab Emirates,2005,90.03,World Bank (WDI)
United Arab Emirates,1985,71.24,World Bank (WDI)
United Arab Emirates,1975,53.51,World Bank (WDI)
United Kingdom,2003,99.00,CIA World Factbook (2016)
United Kingdom,1870,76.00,Broadberry and O'Rourke (2010)
United Kingdom,1820,53.00,Broadberry and O'Rourke (2010)
United Kingdom,1750,54.00,"Buringh, E., & Van Zanden, J. L. (2009)"
United Kingdom,1650,53.00,"Buringh, E., & Van Zanden, J. L. (2009)"
United Kingdom,1550,16.00,"Buringh, E., & Van Zanden, J. L. (2009)"
United Kingdom,1475,5.00,"Buringh, E., & Van Zanden, J. L. (2009)"
United States,2003,99.00,CIA World Factbook (2016)
United States,1979,99.40,National Center for Education Statistics
United States,1969,99.00,National Center for Education Statistics
United States,1959,97.80,National Center for Education Statistics
United States,1952,97.50,National Center for Education Statistics
United States,1950,96.80,National Center for Education Statistics
United States,1947,97.30,National Center for Education Statistics
United States,1940,97.10,National Center for Education Statistics
United States,1930,95.70,National Center for Education Statistics
United States,1920,94.00,National Center for Education Statistics
United States,1910,92.30,National Center for Education Statistics
United States,1900,89.30,National Center for Education Statistics
United States,1890,86.70,National Center for Education Statistics
United States,1880,83.00,National Center for Education Statistics
United States,1870,80.00,National Center for Education Statistics
Upper middle income,2010,94.27,World Bank (WDI)
Upper middle income,2000,90.66,World Bank (WDI)
Upper middle income,1990,81.92,World Bank (WDI)
Uruguay,2015,98.44,World Bank (WDI)
Uruguay,2014,98.44,World Bank (WDI)
Uruguay,2013,98.36,World Bank (WDI)
Uruguay,2012,98.40,World Bank (WDI)
Uruguay,2011,98.34,World Bank (WDI)
Uruguay,2010,98.07,World Bank (WDI)
Uruguay,2009,98.27,World Bank (WDI)
Uruguay,2008,98.16,World Bank (WDI)
Uruguay,2007,97.86,World Bank (WDI)
Uruguay,2006,97.79,World Bank (WDI)
Uruguay,1996,96.78,World Bank (WDI)
Uruguay,1985,95.38,World Bank (WDI)
Uruguay,1975,93.86,World Bank (WDI)
Uruguay,1974,94.00,"OxLAD, with additional source notes"
Uruguay,1973,93.00,"OxLAD, with additional source notes"
Uruguay,1972,93.00,"OxLAD, with additional source notes"
Uruguay,1971,93.00,"OxLAD, with additional source notes"
Uruguay,1970,93.00,"OxLAD, with additional source notes"
Uruguay,1960,89.00,"OxLAD, with additional source notes"
Uruguay,1950,86.00,"OxLAD, with additional source notes"
Uruguay,1940,81.00,"OxLAD, with additional source notes"
Uruguay,1930,76.00,"OxLAD, with additional source notes"
Uruguay,1920,70.00,"OxLAD, with additional source notes"
Uruguay,1910,65.00,"OxLAD, with additional source notes"
Uruguay,1900,59.00,"OxLAD, with additional source notes"
Uzbekistan,2015,100.00,World Bank (WDI)
Uzbekistan,2014,99.98,World Bank (WDI)
Uzbekistan,2013,99.99,World Bank (WDI)
Uzbekistan,2000,98.64,World Bank (WDI)
Vanuatu,2015,85.06,World Bank (WDI)
Vanuatu,2014,84.51,World Bank (WDI)
Vanuatu,2004,78.08,World Bank (WDI)
Vanuatu,1999,74.00,World Bank (WDI)
Vanuatu,1994,68.46,World Bank (WDI)
Vanuatu,1979,52.87,World Bank (WDI)
Vatican,2011,100.00,CIA World Factbook (2016)
Venezuela,2015,95.40,World Bank (WDI)
Venezuela,2011,94.77,World Bank (WDI)
Venezuela,2009,95.51,World Bank (WDI)
Venezuela,2007,95.15,World Bank (WDI)
Venezuela,2001,92.98,World Bank (WDI)
Venezuela,1990,89.83,World Bank (WDI)
Venezuela,1981,84.73,World Bank (WDI)
Venezuela,1980,84.00,"OxLAD, with additional source notes"
Venezuela,1979,83.00,"OxLAD, with additional source notes"
Venezuela,1978,83.00,"OxLAD, with additional source notes"
Venezuela,1977,82.00,"OxLAD, with additional source notes"
Venezuela,1976,81.00,"OxLAD, with additional source notes"
Venezuela,1975,80.00,"OxLAD, with additional source notes"
Venezuela,1974,80.00,"OxLAD, with additional source notes"
Venezuela,1973,79.00,"OxLAD, with additional source notes"
Venezuela,1972,78.00,"OxLAD, with additional source notes"
Venezuela,1971,77.00,"OxLAD, with additional source notes"
Venezuela,1970,76.00,"OxLAD, with additional source notes"
Venezuela,1960,62.00,"OxLAD, with additional source notes"
Venezuela,1950,51.00,"OxLAD, with additional source notes"
Venezuela,1940,42.00,"OxLAD, with additional source notes"
Venezuela,1930,36.00,"OxLAD, with additional source notes"
Venezuela,1920,32.00,"OxLAD, with additional source notes"
Venezuela,1910,29.00,"OxLAD, with additional source notes"
Venezuela,1900,28.00,"OxLAD, with additional source notes"
Vietnam,2015,94.51,World Bank (WDI)
Vietnam,2009,93.52,World Bank (WDI)
Vietnam,2000,90.16,World Bank (WDI)
Vietnam,1999,90.28,World Bank (WDI)
Vietnam,1989,87.60,World Bank (WDI)
Vietnam,1979,83.83,World Bank (WDI)
Virgin Islands,2005,90.00,CIA World Factbook (2016)
Wallis and Futuna,1969,50.00,CIA World Factbook (2016)
World,2010,85.32,World Bank (WDI)
World,2000,81.90,World Bank (WDI)
World,1990,75.90,World Bank (WDI)
World,1960,42.00,"van Zanden, J.L., et al. (eds.) (2014), How Was Life?"
World,1950,36.00,"van Zanden, J.L., et al. (eds.) (2014), How Was Life?"
World,1940,42.00,"van Zanden, J.L., et al. (eds.) (2014), How Was Life?"
World,1930,33.00,"van Zanden, J.L., et al. (eds.) (2014), How Was Life?"
World,1920,32.00,"van Zanden, J.L., et al. (eds.) (2014), How Was Life?"
World,1910,26.00,"van Zanden, J.L., et al. (eds.) (2014), How Was Life?"
World,1900,21.00,"van Zanden, J.L., et al. (eds.) (2014), How Was Life?"
World,1890,21.00,"van Zanden, J.L., et al. (eds.) (2014), How Was Life?"
World,1880,20.00,"van Zanden, J.L., et al. (eds.) (2014), How Was Life?"
World,1870,19.00,Broadberry and O'Rourke (2010)
World,1820,12.00,Broadberry and O'Rourke (2010)
Yemen,2015,69.96,World Bank (WDI)
Yemen,2014,68.79,World Bank (WDI)
Yemen,2004,54.20,World Bank (WDI)
Yemen,1994,37.09,World Bank (WDI)
Zambia,2015,85.12,World Bank (WDI)
Zambia,2010,83.01,World Bank (WDI)
Zambia,2007,61.43,World Bank (WDI)
Zambia,2002,69.15,World Bank (WDI)
Zambia,1999,68.00,World Bank (WDI)
Zambia,1990,65.00,World Bank (WDI)
Zimbabwe,2015,86.87,World Bank (WDI)
Zimbabwe,2011,83.58,World Bank (WDI)
Zimbabwe,1992,83.51,World Bank (WDI)
Zimbabwe,1982,77.79,World Bank (WDI)
